_id,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,extra_people,guests_included,review_scores,host_id,host_name,host_location,host_response_time,host_neighbourhood,host_response_rate,host_identity_verified,host_total_listings_count,suburb,government_area,market,country,country_code,location_type,longitude,latitude,availability_30,availability_60,availability_90,availability_365,amenities
1003530,New York City - Upper West Side Apt,Apartment,Private room,Real Bed,12,360,strict_14_with_grace_period,2,1,1,70,1,135,135,0,1,94,454250,Greta,"New York, New York, United States",within an hour,Not Specified,100,True,3,Manhattan,Upper West Side,New York,United States,US,Point,-73.96523,40.79962,0,0,0,93,"['Air conditioning', 'Buzzer/wireless intercom', 'Dryer', 'Elevator', 'Family/kid friendly', 'Heating', 'Internet', 'Kitchen', 'Washer', 'Wifi', 'translation missing: en.hosting_amenity_50']"
10133554,Double and triple rooms Blue mosque,Bed and breakfast,Private room,Real Bed,1,1125,moderate,3,1,2,29,1,121,Not Specified,0,1,92,52004703,Mehmet Emin,"Istanbul, İstanbul, Turkey",within a few hours,Not Specified,100,True,2,Fatih,Fatih,Istanbul,Turkey,TR,Point,28.98009,41.0062,30,60,90,365,"['Air conditioning', 'Building staff', 'Dryer', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Heating', 'Internet', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Shampoo', 'Smoking allowed', 'Suitable for events', 'Washer', 'Wifi']"
10059872,"Soho Cozy, Spacious and Convenient",Apartment,Entire home/apt,Real Bed,4,20,flexible,3,1,2,3,1,699,Not Specified,0,1,100,51624384,Giovanni,"Hong Kong, Hong Kong",Not Specified,Soho,Not Specified,False,1,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,114.15027,22.28158,0,0,0,0,"['24-hour check-in', 'Air conditioning', 'Doorman', 'Elevator', 'Essentials', 'Family/kid friendly', 'Heating', 'Kitchen', 'Smoking allowed', 'translation missing: en.hosting_amenity_50']"
10084023,City center private room with bed,Guesthouse,Private room,Futon,1,500,strict_14_with_grace_period,1,1,1,81,1,181,50,100,1,92,51744313,Yi,United States,within an hour,Shek Kip Mei,100,True,2,Sham Shui Po District,Sham Shui Po,Hong Kong,Hong Kong,HK,Point,114.1669,22.3314,14,24,40,220,"['Air conditioning', 'Dishes and silverware', 'Elevator', 'First aid kit', 'Hair dryer', 'Hangers', 'Host greets you', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Microwave', 'Refrigerator', 'Stove', 'TV', 'Wifi']"
10091713,Surry Hills Studio - Your Perfect Base in Sydney,Apartment,Entire home/apt,Real Bed,10,21,strict_14_with_grace_period,2,0,1,64,1,181,50,0,1,95,13764143,Ben,"New South Wales, Australia",Not Specified,Surry Hills,Not Specified,True,1,Darlinghurst,Sydney,Sydney,Australia,AU,Point,151.21554,-33.88029,0,0,0,0,"['Bed linens', 'Dryer', 'Elevator', 'Essentials', 'Ethernet connection', 'Heating', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Other', 'Shampoo', 'Smoke detector', 'TV', 'Washer', 'Wifi', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']"
10112159,Downtown Oporto Inn (room cleaning),Hostel,Private room,Real Bed,1,1125,moderate,2,1,1,0,1,40,50,25,2,0,2649859,Elisabete,"Porto, Porto, Portugal",Not Specified,Not Specified,Not Specified,True,2,Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,-8.60867,41.1543,30,60,87,359,"['Cable TV', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'Hair dryer', 'Hangers', 'Hot water', 'Lock on bedroom door', 'Long term stays allowed', 'Other', 'Shampoo', 'Smoke detector', 'TV', 'Wifi']"
10096773,Easy 1 Bedroom in Chelsea,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2,1,1,1,1,145,60,0,1,100,34607505,Scott,"New York, New York, United States",Not Specified,Chelsea,Not Specified,True,1,Manhattan,Chelsea,New York,United States,US,Point,-74.00074,40.74577,0,0,0,0,"['Carbon monoxide detector', 'Essentials', 'Fire extinguisher', 'Heating', 'Internet', 'Kitchen', 'Smoke detector', 'TV', 'Wifi']"
10140368,A bedroom far away from home,Apartment,Private room,Real Bed,1,10,strict_14_with_grace_period,2,1,1,239,1,45,Not Specified,10,1,95,1017772,Lane,US,within an hour,Jamaica,100,True,1,Queens,Briarwood,New York,United States,US,Point,-73.82257,40.71485,20,29,29,34,"['Carbon monoxide detector', 'Essentials', 'Family/kid friendly', 'Free street parking', 'Hair dryer', 'Hangers', 'Heating', 'Host greets you', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Private entrance', 'Shampoo', 'Smoke detector', 'Wifi', 'translation missing: en.hosting_amenity_50']"
10021707,Private Room in Bushwick,Apartment,Private room,Real Bed,14,1125,flexible,1,1,1,1,1,40,Not Specified,0,1,100,11275734,Josh,"New York, New York, United States",Not Specified,Bushwick,Not Specified,True,1,Brooklyn,Bushwick,New York,United States,US,Point,-73.93615,40.69791,0,0,0,0,"['Air conditioning', 'Buzzer/wireless intercom', 'Carbon monoxide detector', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Lock on bedroom door', 'Smoke detector', 'Wifi']"
10038496,Copacabana Apartment Posto 6,Apartment,Entire home/apt,Real Bed,3,75,strict_14_with_grace_period,4,1,3,70,2,119,150,40,3,98,51530266,Ana Valéria,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,Copacabana,100,True,2,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-43.190849194463404,-22.984339360067814,7,19,33,118,"['Air conditioning', 'Bed linens', 'Buzzer/wireless intercom', 'Cable TV', 'Coffee maker', 'Dishes and silverware', 'Doorman', 'Elevator', 'Essentials', 'Extra pillows and blankets', 'Family/kid friendly', 'Fire extinguisher', 'Hair dryer', 'Hangers', 'Host greets you', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Microwave', 'Oven', 'Paid parking off premises', 'Refrigerator', 'Smoking allowed', 'Stove', 'TV', 'Washer', 'Wide hallway clearance', 'Wifi']"
10059244,Ligne verte - à 15 min de métro du centre ville.,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,0,1,0,1,43,Not Specified,12,1,0,7140229,Caro,"Montreal, Quebec, Canada",within an hour,Not Specified,100,False,1,Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,Point,-73.54949,45.54548,0,0,0,32,"['Bed linens', 'Essentials', 'Free parking on premises', 'Heating', 'Hot water', 'Internet', 'Kitchen', 'Laptop friendly workspace', 'Shampoo', 'Smoke detector', 'TV', 'Washer', 'Wifi']"
10116578,Apartamento zona sul do RJ,Apartment,Entire home/apt,Real Bed,1,1125,flexible,5,3,3,0,1,933,Not Specified,0,1,0,51915770,Luiz Rodrigo,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Not Specified,Not Specified,Not Specified,False,1,Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,Point,-43.1825954762751,-22.930541460367934,30,60,90,365,"['24-hour check-in', 'Air conditioning', 'Buzzer/wireless intercom', 'Cable TV', 'Doorman', 'Elevator', 'Family/kid friendly', 'Free parking on premises', 'Iron', 'Kitchen', 'Washer', 'Wheelchair accessible', 'Wifi']"
10009999,Horto flat with small garden,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,1,2,0,1,317,187,0,1,0,1282196,Ynaie,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Not Specified,Jardim Botânico,Not Specified,False,1,Jardim Botânico,Jardim Botânico,Rio De Janeiro,Brazil,BR,Point,-43.23074991429229,-22.966253551739655,0,0,0,0,"['Buzzer/wireless intercom', 'Essentials', 'Family/kid friendly', 'First aid kit', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Hot tub', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Smoking allowed', 'Washer', 'Wheelchair accessible', 'Wifi']"
10066928,3 chambres au coeur du Plateau,Apartment,Entire home/apt,Real Bed,1,1125,flexible,6,3,3,0,1,140,Not Specified,0,1,0,9036477,Margaux,"Montreal, Quebec, Canada",Not Specified,Le Plateau,Not Specified,False,2,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,-73.57383,45.52233,0,0,0,0,"['Dryer', 'Essentials', 'Family/kid friendly', 'Hair dryer', 'Hangers', 'Heating', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Shampoo', 'Washer', 'Wifi']"
10115921,GOLF ROYAL RESİDENCE TAXİM(1+1):3,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,2,4,3,1,838,Not Specified,0,1,67,51471538,Ahmet,"Istanbul, İstanbul, Turkey",within an hour,Şişli,100,False,16,Şişli,Sisli,Istanbul,Turkey,TR,Point,28.98713,41.04841,30,60,90,365,"['24-hour check-in', 'Air conditioning', 'Building staff', 'Buzzer/wireless intercom', 'Cable TV', 'Carbon monoxide detector', 'Crib', 'Doorman', 'Dryer', 'Elevator', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Paid parking off premises', 'Safety card', 'Self check-in', 'Shampoo', 'Smoke detector', 'Smoking allowed', 'Suitable for events', 'TV', 'Wheelchair accessible', 'Wifi']"
10083468,Be Happy in Porto,Loft,Entire home/apt,Real Bed,2,1125,moderate,2,1,1,178,1,30,10,0,1,97,27518920,Fábio,"São Félix da Marinha, Porto, Portugal",within an hour,Not Specified,90,True,3,Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,-8.61123,41.15225,16,40,67,335,"['Accessible-height bed', 'Bed linens', 'Cable TV', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Essentials', 'Extra pillows and blankets', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Handheld shower head', 'Hangers', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Microwave', 'Paid parking on premises', 'Refrigerator', 'Smoking allowed', 'Step-free access', 'Step-free access', 'Step-free access', 'Stove', 'TV', 'Well-lit path to entrance', 'Wide clearance to bed', 'Wifi', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']"
10117617,A Casa Alegre é um apartamento T1.,Apartment,Entire home/apt,Real Bed,7,180,moderate,2,1,1,12,1,40,15,0,2,96,51920973,Manuela,"Porto, Porto District, Portugal",within a day,Not Specified,100,True,1,Not Specified,Vila do Conde,Porto,Portugal,PT,Point,-8.75383,41.3596,0,0,0,46,"['Bathtub', 'Beachfront', 'Buzzer/wireless intercom', 'Elevator', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hangers', 'Heating', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Safety card', 'Shampoo', 'TV', 'Washer', 'translation missing: en.hosting_amenity_49']"
10133350,2 bedroom Upper east side,Apartment,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,5,2,2,9,1,275,35,0,1,90,52004369,Chelsea,"Sea Cliff, New York, United States",Not Specified,Not Specified,Not Specified,True,2,Upper East Side,Upper East Side,New York,United States,US,Point,-73.95854,40.7664,0,0,0,0,"['Air conditioning', 'Buzzer/wireless intercom', 'Cable TV', 'Essentials', 'Family/kid friendly', 'Hair dryer', 'Heating', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Pets allowed', 'Pets live on this property', 'Shampoo', 'TV', 'Wifi']"
10051164,Catete's Colonial Big Hause Room B,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,8,1,8,1,4,250,Not Specified,40,4,80,51326285,Beatriz,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,Catete,80,True,5,Catete,Catete,Rio De Janeiro,Brazil,BR,Point,-43.18015675229857,-22.92638234778768,10,10,21,296,"['Air conditioning', 'Cable TV', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Internet', 'Kitchen', 'Smoking allowed', 'TV', 'Wifi']"
10082307,Double Room en-suite (307),Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,0,1,361,Not Specified,130,2,0,51289938,Ken,Hong Kong,within an hour,Jordan,90,False,6,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,114.17158,22.30469,30,60,90,365,"['Air conditioning', 'Doorman', 'Elevator', 'Family/kid friendly', 'Hair dryer', 'Hangers', 'Internet', 'Iron', 'Shampoo', 'TV', 'Wheelchair accessible', 'Wifi']"
10069642,Ótimo Apto proximo Parque Olimpico,Apartment,Entire home/apt,Real Bed,15,20,strict_14_with_grace_period,5,2,2,0,2,858,112,75,1,0,51670240,Jonathan,"Resende, Rio de Janeiro, Brazil",Not Specified,Not Specified,Not Specified,False,1,Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,Point,-43.4311123147628,-23.00035792660916,0,0,0,0,"['Air conditioning', 'Buzzer/wireless intercom', 'Cable TV', 'Doorman', 'Elevator', 'Essentials', 'Family/kid friendly', 'Free parking on premises', 'Gym', 'Hair dryer', 'Internet', 'Iron', 'Kitchen', 'TV', 'Washer', 'Wheelchair accessible', 'Wifi']"
10108388,Sydney Hyde Park City Apartment (checkin from 6am),Apartment,Entire home/apt,Real Bed,2,30,moderate,2,1,1,109,1,185,120,0,1,100,16187044,Desireé,Australia,within an hour,Darlinghurst,100,True,1,Darlinghurst,Sydney,Sydney,Australia,AU,Point,151.21346,-33.87603,5,16,35,265,"['Air conditioning', 'Bed linens', 'Building staff', 'Carbon monoxide detector', 'Cleaning before checkout', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Dryer', 'Elevator', 'Essentials', 'Extra pillows and blankets', 'Fire extinguisher', 'First aid kit', 'Flat path to front door', 'Gym', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Microwave', 'Oven', 'Patio or balcony', 'Pool', 'Private living room', 'Refrigerator', 'Self check-in', 'Shampoo', 'Smoke detector', 'Step-free access', 'Step-free access', 'Stove', 'TV', 'Washer', 'Well-lit path to entrance', 'Wifi', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']"
10082422,Nice room in Barcelona Center,Apartment,Private room,Real Bed,1,9,flexible,2,1,2,0,1,50,10,0,1,0,30393403,Anna,"Barcelona, Catalonia, Spain",Not Specified,Dreta de l'Eixample,Not Specified,False,1,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,2.16942,41.40082,0,0,0,0,"['Elevator', 'Hair dryer', 'Heating', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Shampoo', 'Washer', 'Wifi']"
10120414,The LES Apartment,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3,1,1,0,1,150,Not Specified,0,1,0,33231070,Mert,"New York, New York, United States",Not Specified,Not Specified,Not Specified,True,1,Manhattan,Lower East Side,New York,United States,US,Point,-73.98944,40.72063,0,0,0,0,"['24-hour check-in', 'Air conditioning', 'Buzzer/wireless intercom', 'Dryer', 'Essentials', 'Family/kid friendly', 'Hair dryer', 'Hangers', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Shampoo', 'TV', 'Washer', 'Wifi']"
10138784,Room Close to LGA and 35 mins to Times Square,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,123,1,46,15,10,1,99,52031360,Cheer,"New York, New York, United States",within an hour,Jackson Heights,100,True,1,Queens,Jackson Heights,New York,United States,US,Point,-73.88025,40.74953,30,60,90,365,"['Air conditioning', 'Bed linens', 'Buzzer/wireless intercom', 'Dog(s)', 'Elevator', 'Essentials', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Host greets you', 'Hot water', 'Internet', 'Other pet(s)', 'Pets live on this property', 'Shampoo', 'Wifi', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']"
10030955,Apt Linda Vista Lagoa - Rio,Apartment,Private room,Real Bed,1,1125,flexible,2,1,1,0,2,701,250,0,1,0,51496939,Livia,BR,Not Specified,Lagoa,Not Specified,False,1,Lagoa,Lagoa,Rio De Janeiro,Brazil,BR,Point,-43.205047082633435,-22.971950988341874,28,58,88,363,"['24-hour check-in', 'Air conditioning', 'Buzzer/wireless intercom', 'Cable TV', 'Doorman', 'Elevator', 'Essentials', 'Family/kid friendly', 'Free parking on premises', 'Gym', 'Internet', 'Kitchen', 'Pool', 'TV', 'Washer', 'Wifi']"
10006546,Ribeira Charming Duplex,House,Entire home/apt,Real Bed,2,30,moderate,8,3,5,51,1,80,35,15,6,89,51399391,Ana&Gonçalo,"Porto, Porto District, Portugal",within an hour,Not Specified,100,True,3,Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,-8.61308,41.1413,28,47,74,239,"['Bed linens', 'Buzzer/wireless intercom', 'Cable TV', 'Cleaning before checkout', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Essentials', 'Extra pillows and blankets', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Iron', 'Kitchen', 'Microwave', 'Oven', 'Pack ’n Play/travel crib', 'Paid parking off premises', 'Pets allowed', 'Refrigerator', 'Room-darkening shades', 'Smoking allowed', 'Stove', 'TV', 'Washer', 'Waterfront', 'Wifi']"
10047964,Charming Flat in Downtown Moda,House,Entire home/apt,Real Bed,2,1125,flexible,6,2,6,1,1,527,211,211,1,100,1241644,Zeynep,"Istanbul, Istanbul, Turkey",Not Specified,Moda,Not Specified,True,2,Moda,Kadikoy,Istanbul,Turkey,TR,Point,29.03133,40.98585,27,57,87,362,"['24-hour check-in', 'Cable TV', 'Cat(s)', 'Essentials', 'Family/kid friendly', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Heating', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Pets allowed', 'Pets live on this property', 'Shampoo', 'TV', 'Washer', 'Wifi']"
1001265,Ocean View Waikiki Marina w/prkg,Condominium,Entire home/apt,Real Bed,3,365,strict_14_with_grace_period,2,1,1,96,1,115,100,0,1,84,5448114,David,"Honolulu, Hawaii, United States",within an hour,Waikiki,98,False,18,Oʻahu,Primary Urban Center,Oahu,United States,US,Point,-157.83919,21.28634,16,46,76,343,"['Air conditioning', 'BBQ grill', 'Bed linens', 'Cable TV', 'Coffee maker', 'Cooking basics', 'Disabled parking spot', 'Dishes and silverware', 'Dryer', 'Elevator', 'Essentials', 'Ethernet connection', 'Extra pillows and blankets', 'Free parking on premises', 'Garden or backyard', 'Hair dryer', 'Hangers', 'Hot tub', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lockbox', 'Microwave', 'Pool', 'Refrigerator', 'Self check-in', 'Shampoo', 'Step-free access', 'Step-free access', 'Stove', 'TV', 'Washer', 'Well-lit path to entrance', 'Wide clearance to bed', 'Wifi']"
10116256,GOLF ROYAL RESIDENCE SUİTES(2+1)-2,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,6,2,5,0,2,997,Not Specified,0,1,0,51471538,Ahmet,"Istanbul, İstanbul, Turkey",within an hour,Şişli,100,False,16,Şişli,Sisli,Istanbul,Turkey,TR,Point,28.98818,41.04772,30,60,90,365,"['24-hour check-in', 'Air conditioning', 'Building staff', 'Buzzer/wireless intercom', 'Carbon monoxide detector', 'Doorman', 'Dryer', 'Elevator', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Paid parking off premises', 'Self check-in', 'Shampoo', 'Smoke detector', 'Smoking allowed', 'Suitable for events', 'TV', 'Washer', 'Wheelchair accessible', 'Wifi']"
10109896,THE Place to See Sydney's FIREWORKS,House,Entire home/apt,Real Bed,2,1125,moderate,2,1,1,0,2,250,150,0,1,0,6517277,Kristin,"Sydney, New South Wales, Australia",Not Specified,Lilyfield/Rozelle,Not Specified,False,1,Lilyfield/Rozelle,Leichhardt,Sydney,Australia,AU,Point,151.17956,-33.86296,0,0,0,0,"['Air conditioning', 'Buzzer/wireless intercom', 'Cable TV', 'Dryer', 'Essentials', 'Family/kid friendly', 'Hair dryer', 'Hangers', 'Heating', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Shampoo', 'Smoke detector', 'TV', 'Washer', 'Wifi']"
10057447,Modern Spacious 1 Bedroom Loft,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,1,2,0,1,50,Not Specified,31,1,0,51612949,Konstantin,"Montreal, Quebec, Canada",Not Specified,Mile End,Not Specified,False,1,Mile End,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,-73.59111,45.51889,0,0,0,0,"['24-hour check-in', 'Dryer', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hangers', 'Heating', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Safety card', 'Shampoo', 'Smoke detector', 'Washer', 'Wifi']"
10057826,Deluxe Loft Suite,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,0,2,5,1,205,Not Specified,0,1,88,47554473,Mae,US,within a few hours,Greenpoint,100,False,13,Greenpoint,Greenpoint,New York,United States,US,Point,-73.94472,40.72778,30,31,31,243,"['24-hour check-in', 'Air conditioning', 'Cable TV', 'Carbon monoxide detector', 'Doorman', 'Dryer', 'Elevator', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Gym', 'Hair dryer', 'Hangers', 'Heating', 'Internet', 'Iron', 'Kitchen', 'Shampoo', 'Smoke detector', 'TV', 'Washer', 'Wifi']"
10092679,Cozy house at Beyoğlu,Apartment,Private room,Pull-out Sofa,2,1125,flexible,2,1,1,27,1,58,Not Specified,60,1,99,21331922,Ali,İstanbul,within an hour,Taksim,100,True,8,Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,28.95825,41.03777,3,19,37,37,"['Bed linens', 'Breakfast', 'Cat(s)', 'Coffee maker', 'Cooking basics', 'Dishwasher', 'Essentials', 'Extra pillows and blankets', 'Free street parking', 'Hair dryer', 'Hangers', 'Heating', 'Host greets you', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Luggage dropoff allowed', 'Patio or balcony', 'Pets live on this property', 'Refrigerator', 'Shampoo', 'Smoking allowed', 'Washer', 'Wifi']"
10228731,Quarto inteiro na Tijuca,Apartment,Private room,Real Bed,1,15,flexible,1,1,1,1,2,149,30,0,1,100,12673423,Gilberto,"Rio, Rio de Janeiro, Brazil",Not Specified,Tijuca,Not Specified,False,2,Tijuca,Tijuca,Rio De Janeiro,Brazil,BR,Point,-43.247421907135774,-22.936203246553816,28,58,88,178,"['Family/kid friendly', 'Free parking on premises', 'Internet', 'Kitchen', 'Washer', 'Wifi']"
1019168,"Cozy Nest, heart of the Plateau",Apartment,Private room,Real Bed,2,120,strict_14_with_grace_period,1,1,1,62,1,34,25,10,1,98,39300,Lilou,"Montreal, Quebec, Canada",within a day,Mile End,100,True,1,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,-73.58774,45.52028,0,0,0,0,"['BBQ grill', 'Cat(s)', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dryer', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Free street parking', 'Garden or backyard', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lockbox', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Oven', 'Paid parking off premises', 'Pets live on this property', 'Refrigerator', 'Self check-in', 'Shampoo', 'Smoke detector', 'Stove', 'TV', 'Washer', 'Wifi']"
10240767,Cozy double bed room 東涌鄉村雅緻雙人房,Guesthouse,Private room,Real Bed,1,1125,moderate,2,1,1,162,1,487,Not Specified,0,1,96,52491634,Ricky,Hong Kong,within a few hours,Not Specified,100,False,5,Not Specified,Islands,Hong Kong,Hong Kong,HK,Point,113.92823,22.27671,18,41,67,339,"['Air conditioning', 'BBQ grill', 'Bed linens', 'Cat(s)', 'Children’s books and toys', 'Cleaning before checkout', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dryer', 'Essentials', 'Extra pillows and blankets', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Free parking on premises', 'Garden or backyard', 'Hair dryer', 'Hangers', 'Host greets you', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Oven', 'Patio or balcony', 'Pets live on this property', 'Refrigerator', 'Shampoo', 'Smoke detector', 'Stove', 'Suitable for events', 'TV', 'Washer', 'Wifi']"
1022200,"Kailua-Kona, Kona Coast II 2b condo",Apartment,Entire home/apt,Real Bed,7,7,strict_14_with_grace_period,6,2,3,1,2,135,Not Specified,0,1,100,3393610,Daniel,"Las Vegas, Nevada, United States",Not Specified,Kailua/Kona,Not Specified,False,1,Kailua/Kona,North Kona,The Big Island,United States,US,Point,-155.96445,19.5702,0,13,43,196,"['Air conditioning', 'Cable TV', 'Dryer', 'Family/kid friendly', 'Free parking on premises', 'Gym', 'Internet', 'Kitchen', 'Pool', 'Washer', 'Wifi']"
10227000,"LAHAINA, MAUI! RESORT/CONDO BEACHFRONT!! SLEEPS 4!",Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,1,2,1,1,499,99,0,1,100,12057949,Holly,"Las Vegas, Nevada, United States",within a day,Central Business District,91,True,472,Maui,Lahaina,Maui,United States,US,Point,-156.68012,20.96996,30,60,90,365,"['24-hour check-in', 'Air conditioning', 'Buzzer/wireless intercom', 'Cable TV', 'Carbon monoxide detector', 'Doorman', 'Dryer', 'Elevator', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Free parking on premises', 'Gym', 'Hair dryer', 'Hangers', 'Heating', 'Hot tub', 'Indoor fireplace', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Pool', 'Safety card', 'Smoke detector', 'Suitable for events', 'TV', 'Washer', 'Wheelchair accessible', 'Wifi']"
10186755,Roof double bed private room,Loft,Private room,Real Bed,1,1125,flexible,2,1,2,0,1,185,Not Specified,0,1,0,52316085,Mustafa,"Istanbul, İstanbul, Turkey",Not Specified,Not Specified,Not Specified,False,1,Not Specified,Sariyer,Istanbul,Turkey,TR,Point,29.03693,41.12452,30,60,90,365,"['24-hour check-in', 'Air conditioning', 'Doorman', 'Elevator', 'Essentials', 'Family/kid friendly', 'Hair dryer', 'Heating', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'TV', 'Washer', 'Wifi']"
